co_professor,no_professor
1160,Alana Nascimento
1161,Juliana Porto
1162,Maria Eduarda Cardoso
1163,Daniel Santos
1164,Raul Carvalho
1165,Clarice Alves
1166,Joao Guilherme Nogueira
1167,Marcelo das Neves
1168,Ana Livia Freitas
1169,Luiz Henrique da Cunha
1170,Sofia Monteiro
1171,Maria Vitoria Nogueira
1172,Danilo Vieira
1173,Clarice Martins
1174,Eloah Aragao
1175,Caroline Novaes
1176,Stella Farias
1177,Manuela Rodrigues
1178,Maria Clara Rezende
1179,Isadora Silveira
1180,Benicio da Mota
1181,Luiz Gustavo Costela
1182,Pietra Dias
1183,Vitor Hugo Campos
1184,Yuri Barbosa
1185,Levi Pereira
1186,Juan Cardoso
1187,Sofia Pinto
1188,Maria Fernanda Moraes
1189,Luiza Silveira
1190,Joao Felipe Campos
1191,Isabella Carvalho
1192,Juliana Alves
1193,Samuel Rocha
1194,Joao Pedro Almeida
1195,Breno Moura
1196,Ryan da Cruz
1197,Davi Luiz Cardoso
1198,Joao Lucas Silveira
1199,Marina Fernandes
1200,Maria Luiza Caldeira
1201,Mariane Cardoso
1202,Augusto Peixoto
1203,Caio da Luz
1204,Arthur Duarte
1205,Thales Cunha
1206,Sophie Teixeira
1207,Kamilly Dias
1208,Rodrigo Cardoso
1209,Enrico Moura
1210,Pedro Sales
1211,Gustavo Caldeira
1212,Francisco da Mota
1213,Leonardo Mendes
1214,Lucas Gabriel Santos
1215,Levi da Rosa
1216,Sarah Viana
1217,Mariana Lima
1218,Diogo Pinto
1219,Miguel Nunes
1220,Benicio Souza
1221,Lais Porto
1222,Joao Pedro Alves
1223,Amanda da Cruz
1224,Leonardo da Mata
1225,Ana da Rosa
1226,Maitê Lopes
1227,Laura Pires
1228,Isaac Correia
1229,Eduarda Caldeira
1230,Benjamin Ribeiro
1231,Ana Livia Lima
1232,Felipe Silva
1233,Kamilly Rezende
1234,Miguel da Cruz
1235,Leticia Viana
1236,Stella Melo
1237,Emilly Sales
1238,Joao Gabriel Barbosa
1239,Ana Laura Lima
1240,Eduarda Cardoso
1241,Sarah Martins
1242,Ana Laura Almeida
1243,Eloah da Cruz
1244,Isabel Azevedo
1245,Heitor Nascimento
1246,Larissa Farias
1247,Maria Alice Nunes
1248,Natalia da Luz
1249,Thomas Caldeira
1250,Joao Guilherme Farias
1251,Catarina da Cruz
1252,Carlos Eduardo Silveira
1253,Raquel Mendes
1254,Eloah Souza
1255,Alicia da Conceicao
1256,Matheus Ramos
1257,Luiz Henrique Ribeiro
1258,Francisco Barbosa
1259,Maysa da Rosa
1260,Danilo Ramos
1261,Evelyn Moura
1262,Luiz Otavio Pinto
1263,Renan Fogaca
1264,Renan Azevedo
1265,Julia da Mata
1266,Luiz Felipe Duarte
1267,Maria Vitoria Martins
1268,Yasmin da Rocha
1269,Carolina Porto
1270,Pietro Gomes
1271,Stella Lima
1272,Heitor Cavalcanti
1273,Ana Porto
1274,Ana Julia Castro
1275,Kaique Gomes
1276,Mariana Cavalcanti
1277,Gustavo Henrique Melo
1278,Maria Vitoria Teixeira
1279,Caroline Monteiro
1280,Pedro Lucas Pinto
1281,Samuel Pires
1282,Caua Cavalcanti
1283,Rebeca Ramos
1284,Daniela Silva
1285,Julia da Mota
1286,Bruno da Mata
1287,Juliana Pereira
1288,Daniela Cavalcanti
1289,Joao Guilherme Novaes
1290,Ana Livia Cavalcanti
1291,Vicente Ramos
1292,Enzo da Cunha
1293,Henrique Barbosa
1294,Breno Freitas
1295,Gustavo Henrique Pereira
1296,Luiz Gustavo Pires
1297,Joao Gabriel Porto
1298,Alexandre Novaes
1299,Danilo da Rocha
1300,Cecilia Cardoso
1301,Catarina Moraes
1302,Davi Luiz da Rosa
1303,Sabrina da Costa
1304,Diego Nogueira
1305,Ana Julia Melo
1306,Alexandre Moreira
1307,Vinicius Costa
1308,Davi Lucca Lopes
1309,Bernardo da Mata
1310,Lorenzo Peixoto
1311,Bruno Caldeira
1312,Ana Carolina Dias
1313,Gustavo Peixoto
1314,Vicente Castro
1315,Maria Julia Teixeira
1316,Enrico Costela
1317,Ana Clara Porto
1318,Joaquim das Neves
1319,Isis Pereira
1320,Maria Eduarda Aragao
1321,Vitor Novaes
1322,Stella Costela
1323,Alicia Goncalves
1324,Antônio Cardoso
1325,Heloisa Fernandes
1326,Caua Melo
1327,Maria Cecilia Teixeira
1328,Clara Fernandes
1329,Pietra Correia
1330,Ana Clara Pereira
1331,Catarina Silveira
1332,Guilherme da Conceicao
1333,Lais Silva
1334,Maria Clara da Cunha
1335,Maria Viana
1336,Kaique Aragao
1337,Bryan Nogueira
1338,Lara Lopes
1339,Fernanda Pires
1340,Julia Barbosa
1341,Nathan Fernandes
1342,Julia Farias
1343,Ana Livia Viana
1344,Elisa Azevedo
1345,Maria Porto
1346,Maria Julia Dias
1347,Andre da Mata
1348,Vicente da Rocha
1349,Ryan da Rocha
1350,Sophia Silveira
1351,Breno Rezende
1352,Maria Vitoria Santos
1353,Mariane Caldeira
1354,Henrique Goncalves
1355,Julia Nogueira
1356,Mariana da Costa
1357,Renan da Conceicao
1358,Luiz Otavio Melo
1359,Beatriz Carvalho
1360,Maria Julia Teixeira
1361,Leonardo da Costa
1362,Ian Cunha
1363,Heitor Oliveira
1364,Emanuella Caldeira
1365,Bryan Nunes
1366,Sophia Costela
1367,Gabriel Melo
1368,Rebeca Sales
1369,Vinicius Moura
1370,Alana Fogaca
1371,Beatriz Costela
1372,Renan Costa
1373,Pietra Porto
1374,Caio Dias
1375,Milena Ferreira
1376,Beatriz da Paz
1377,Leonardo Silva
1378,Laura Jesus
1379,Maysa Vieira
1380,Alice Barbosa
1381,Catarina Melo
1382,Luiz Fernando das Neves
1383,Gustavo Moreira
1384,Bruno Moraes
1385,Isis da Paz
1386,Luiz Felipe Silveira
1387,Sarah Peixoto
1388,Juan Cardoso
1389,Renan Almeida
1390,Julia Monteiro
1391,Marcelo Castro
1392,Luana da Cunha
1393,Brenda Moraes
1394,Isabel Monteiro
1395,Matheus Silva
1396,Thiago das Neves
1397,Isadora da Mata
1398,Diego Monteiro
1399,Diogo Lopes
1400,Augusto Aragao
1401,Emanuella da Conceicao
1402,Valentina Moura
1403,Fernando Barbosa
1404,Rafael Costela
1405,Lucas Costela
1406,Danilo Vieira
1407,Benjamin das Neves
1408,Mirella Duarte
1409,Caua Novaes
1410,Luiz Gustavo Viana
1411,Rebeca Correia
1412,Ana Julia Souza
1413,Luigi Moreira
1414,Bryan Goncalves
1415,Maria Campos
1416,Breno Moreira
1417,Isabel Novaes
1418,Otavio da Rosa
1419,Renan Moraes
1420,Pedro Miguel Ribeiro
1421,Ana Luiza da Cruz
1422,Luiza Peixoto
1423,Felipe Farias
1424,Maysa Cavalcanti
1425,Augusto Almeida
1426,Levi Pereira
1427,Maria Eduarda Freitas
1428,Antônio da Rosa
1429,Joao Gabriel Cardoso
1430,Julia Porto
1431,Marcelo Correia
1432,Kamilly Correia
1433,Calebe Moreira
1434,Mariana Fogaca
1435,Yuri Dias
1436,Natalia Barros
1437,Mariana Jesus
1438,Luna Nunes
1439,Barbara da Costa
1440,Maysa das Neves
1441,Pietra Costa
1442,Isabel Ferreira
1443,Breno da Rocha
1444,Lorenzo Farias
1445,Natalia Ribeiro
1446,Milena da Cruz
1447,Marcela Rodrigues
1448,Milena Gomes
1449,Heitor Gomes
1450,Leticia da Paz
1451,Danilo Jesus
1452,Valentina da Rosa
1453,Pedro Lucas Cardoso
1454,Yasmin Lopes
1455,Alana Porto
1456,Caio Rodrigues
1457,Daniela Monteiro
1458,Agatha Ferreira
1459,Cecilia Gomes
1460,Barbara Ribeiro
1461,Joao Gabriel Nogueira
1462,Cecilia Caldeira
1463,Maitê Lima
1464,Joana Souza
1465,Matheus Monteiro
1466,Igor Caldeira
1467,Luiz Fernando da Cunha
1468,Marcelo Mendes
1469,Gabriel Sales
1470,Caroline Ribeiro
1471,Theo Porto
1472,Thiago Cardoso
1473,Ryan Souza
1474,Diogo Fogaca
1475,Carolina Nunes
1476,Sofia Gomes
1477,Pedro Lucas Dias
1478,Luiza Fogaca
1479,Helena Cardoso
1480,Nicole Oliveira
1481,Sabrina Barros
1482,Alexia Dias
1483,Felipe Farias
1484,Maria Eduarda da Mata
1485,Carlos Eduardo Gomes
1486,Emanuelly Vieira
1487,Emilly da Paz
1488,Alexandre Costa
1489,Diogo Dias
1490,Benicio Farias
1491,Lais Pinto
1492,Enzo Gabriel Ribeiro
1493,Vitor Cardoso
1494,Emanuel Oliveira
1495,Joana Duarte
1496,Ana Beatriz Carvalho
1497,Vicente Barros
1498,Anthony Rocha
1499,Sarah Moraes
1500,Joao Guilherme Goncalves
1501,Ana Laura Cardoso
1502,Fernando Gomes
1503,Isabella Vieira
1504,Ana Carolina Moura
1505,Lucas da Mata
1506,Ian Lopes
1507,Cauê Santos
1508,Alexandre Carvalho
1509,Esther Costa
1510,Luiz Gustavo Nogueira
1511,Catarina Silva
1512,Maria Sales
1513,Lorena Monteiro
1514,Erick Ribeiro
1515,Enzo Gabriel Duarte
1516,Andre Fernandes
1517,Maitê Mendes
1518,Breno Castro
1519,Vicente da Paz
1520,Maria Alice da Cruz
1521,Maria Sophia Moraes
1522,Isaac da Costa
1523,Cauê Rodrigues
1524,Bianca Barbosa
1525,Sophia Vieira
1526,Maria Sophia Barros
1527,Ana Laura Teixeira
1528,Esther Jesus
1529,Anthony da Cunha
1530,Raquel Ferreira
1531,Gustavo Henrique das Neves
1532,Rafaela Goncalves
1533,Marcelo Teixeira
1534,Maria Fernanda Sales
1535,Antônio Carvalho
1536,Ana Julia da Cruz
1537,Davi Luiz Fogaca
1538,Emilly Rocha
1539,Maitê Nunes
1540,Ana Julia Campos
1541,Leonardo Rodrigues
1542,Cauê da Conceicao
1543,Theo Monteiro
1544,Calebe Moreira
1545,Murilo Rocha
1546,Yuri Viana
1547,Kamilly Araujo
1548,Lorenzo Souza
1549,Esther Barbosa
1550,Davi Luiz Alves
1551,Sabrina Novaes
1552,Joao Lucas Teixeira
1553,Maria Clara Freitas
1554,Theo Gomes
1555,Emanuel Viana
1556,Enrico Mendes
1557,Luna Castro
1558,Luiza Rodrigues
1559,Natalia da Mata
1560,Isabelly Campos
1561,Rafael da Paz
1562,Maria Alice Martins
1563,Ana Livia da Cunha
1564,Maria Julia Aragao
1565,Paulo Melo
1566,Emanuella da Luz
1567,Leandro Rezende
1568,Pedro Henrique Pereira
1569,Samuel Santos
1570,Emanuella Pereira
1571,Livia Caldeira
1572,Andre Pereira
1573,Gabrielly da Rocha
1574,Vitor Gabriel Ferreira
1575,Bryan da Rocha
1576,Daniel Barbosa
1577,Emanuella Viana
1578,Larissa das Neves
1579,Maria Cecilia da Paz
1580,Ana Laura Cardoso
1581,Sabrina Correia
1582,Isis da Mata
1583,Igor Martins
1584,Ana Sophia Pereira
1585,Yasmin Goncalves
1586,Lorena da Conceicao
1587,Breno Duarte
1588,Catarina Rezende
1589,Francisco Cardoso
1590,Isabella Freitas
1591,Rodrigo Santos
1592,Eduardo Aragao
1593,Lucca Pinto
1594,Brenda Farias
1595,Bernardo Goncalves
1596,Fernanda Porto
1597,Maria Julia Rocha
1598,Maria Eduarda Porto
1599,Vitor Hugo Silva
1600,Davi Lucas Moura
1601,Barbara Fernandes
1602,Lucas Gabriel Caldeira
1603,Eduardo Correia
1604,Pietra Barbosa
1605,Yuri Cardoso
1606,Fernanda Vieira
1607,Lucca Cavalcanti
1608,Enzo Gabriel Rocha
1609,Cauê Rezende
1610,Luana da Mota
1611,Lorenzo da Luz
1612,Sophie Martins
1613,Elisa Ribeiro
1614,Alana Silveira
1615,Nicole Goncalves
1616,Joao Gabriel Peixoto
1617,Renan Silva
1618,Luiz Miguel Cunha
1619,Clarice Silva
1620,Pietro da Rocha
1621,Carolina Araujo
1622,Otavio Caldeira
1623,Miguel da Rosa
1624,Julia Alves
1625,Emilly Cunha
1626,Milena Duarte
1627,Samuel Sales
1628,Levi Lopes
1629,Juliana Cavalcanti
1630,Lavinia Campos
1631,Augusto Dias
1632,Camila Dias
1633,Maria Cecilia da Mota
1634,Vitoria Jesus
1635,Lucca Teixeira
1636,Renan da Cruz
1637,Vitoria Lopes
1638,Benicio Sales
1639,Luiza Moura
1640,Maysa Lopes
1641,Caio da Cruz
1642,Luiz Gustavo Rocha
1643,Ana Clara da Rocha
1644,Pedro da Paz
1645,Nicolas Jesus
1646,Maysa Silva
1647,Gustavo Melo
1648,Ana Clara Almeida
1649,Luiz Miguel Cardoso
1650,Rodrigo Souza
1651,Joao Miguel Mendes
1652,Enrico Castro
1653,Lucas Nunes
1654,Gustavo Henrique da Cunha
1655,Caroline Cardoso
1656,Caua Pires
1657,Eloah Porto
1658,Isabel Castro
1659,Amanda Ferreira
1660,Pedro Carvalho
1661,Joao Guilherme Lima
1662,Barbara Goncalves
1663,Eloah Costa
1664,Maria Cecilia Ramos
1665,Carlos Eduardo Moreira
1666,Alexia Ferreira
1667,Vicente Alves
1668,Sabrina Novaes
1669,Milena da Conceicao
1670,Alicia Gomes
1671,Kevin Carvalho
1672,Gabriel Pereira
1673,Thales Caldeira
1674,Raquel da Costa
1675,Evelyn Carvalho
1676,Leandro Araujo
1677,Sophia Lopes
1678,Gustavo Martins
1679,Kevin Moura
1680,Ana Livia da Cunha
1681,Carolina Barros
1682,Valentina Cardoso
1683,Vitor Gabriel Ramos
1684,Cecilia Dias
1685,Nina Dias
1686,Danilo Monteiro
1687,Davi Lucca Oliveira
1688,Luiz Gustavo Nascimento
1689,Clarice Azevedo
1690,Rodrigo Ribeiro
1691,Emilly Silva
1692,Fernando Santos
1693,Camila Viana
1694,Caio Monteiro
1695,Bruno Costa
1696,Eloah Moura
1697,Vitor Hugo Souza
1698,Evelyn Pinto
1699,Maria Vitoria Santos
1700,Stephany Vieira
1701,Vitor Pires
1702,Juliana Farias
1703,Joao Lucas Viana
1704,Brenda da Mata
1705,Ana Vitoria da Mota
1706,Laura Fernandes
1707,Stephany Porto
1708,Benicio da Luz
1709,Daniela Jesus
1710,Isis Caldeira
1711,Marcos Vinicius Rodrigues
1712,Joao Guilherme Silveira
1713,Levi Silva
1714,Nina Ramos
1715,Maria Dias
1716,Kamilly Barros
1717,Joao da Cruz
1718,Bruna Araujo
1719,Pedro Henrique Azevedo
1720,Gustavo Henrique Campos
1721,Marcela Cardoso
1722,Renan Nogueira
1723,Enzo Teixeira
1724,Stephany Ferreira
1725,Laura Gomes
1726,Alana Silva
1727,Alice Aragao
1728,Larissa Vieira
1729,Mariana Pinto
1730,Barbara da Luz
1731,Milena Novaes
1732,Larissa Silveira
1733,Bryan da Rosa
1734,Lorena Freitas
1735,Yago da Paz
1736,Kamilly Oliveira
1737,Nicolas Gomes
1738,Luiz Felipe Jesus
1739,Rafaela Cunha
1740,Isaac Dias
1741,Anthony Novaes
1742,Pietro Martins
1743,Sofia Azevedo
1744,Gustavo Henrique Rodrigues
1745,Lara da Luz
1746,Maria Moreira
1747,Carlos Eduardo Oliveira
1748,Vicente Melo
1749,Lara Fernandes
1750,Luiza Araujo
1751,Lorena Viana
1752,Joao Pedro Teixeira
1753,Emanuelly Nascimento
1754,Breno Souza
1755,Luigi da Cruz
1756,Maria Luiza Fogaca
1757,Juan Lopes
1758,Camila Cunha
1759,Francisco Monteiro
1760,Yago Sales
1761,Davi Vieira
1762,Gustavo Duarte
1763,Noah Moreira
1764,Davi Luiz Ribeiro
1765,Alice Alves
1766,Vitoria da Costa
1767,Bianca da Paz
1768,Heitor Aragao
1769,Fernanda da Rosa
1770,Ana Livia Santos
1771,Calebe Araujo
1772,Felipe Teixeira
1773,Ana Livia Nunes
1774,Maria Vitoria Campos
1775,Mariane Nunes
1776,Beatriz Alves
1777,Ana Beatriz Azevedo
1778,Luiz Felipe Nogueira
1779,Ana Livia Correia
1780,Vinicius Pereira
1781,Ana Sophia Ferreira
1782,Lara Costela
1783,Beatriz da Rocha
1784,Pedro Henrique Costela
1785,Marcela Farias
1786,Luiz Otavio da Costa
1787,Laura Ferreira
1788,Manuela Jesus
1789,Vicente Ramos
1790,Joao Gabriel Campos
1791,Henrique Cardoso
1792,Ana Livia Correia
1793,Leandro da Mota
1794,Mariana Dias
1795,Maysa Pires
1796,Joao Felipe Santos
1797,Sofia Pinto
1798,Pedro Miguel Moraes
1799,Clara Costa
1800,Gabrielly Gomes
1801,Thiago Farias
1802,Luiz Gustavo Nunes
1803,Benjamin Cardoso
1804,Marcelo Fernandes
1805,Luiz Henrique Gomes
1806,Luiz Gustavo Pereira
1807,Leandro da Luz
1808,Lucca Souza
1809,Noah da Conceicao
1810,Caio Campos
1811,Caio Melo
1812,Isabella Jesus
1813,Agatha Cunha
1814,Joao Guilherme das Neves
1815,Marcos Vinicius Mendes
1816,Lavinia Silveira
1817,Arthur Costela
1818,Evelyn Almeida
1819,Pedro Costa
1820,Davi Peixoto
1821,Emilly Cardoso
1822,Joao Guilherme Vieira
1823,Heitor Fogaca
1824,Milena Dias
1825,Mariana da Luz
1826,Alice Peixoto
1827,Elisa Correia
1828,Yuri Nascimento
1829,Matheus Oliveira
1830,Maria Sophia Mendes
1831,Ana Livia Cunha
1832,Maria Eduarda Gomes
1833,Nathan Pinto
1834,Matheus Pinto
1835,Pedro Lucas da Rocha
1836,Vitor Viana
1837,Leandro Duarte
1838,Felipe das Neves
1839,Ana Luiza Teixeira
1840,Alexia Silveira
1841,Murilo Campos
1842,Isabelly Goncalves
1843,Livia Rodrigues
1844,Livia Vieira
1845,Raquel Souza
1846,Joao Vitor Barros
1847,Raquel Oliveira
1848,Fernando Viana
1849,Lucas Viana
1850,Sarah Nogueira
1851,Maitê Novaes
1852,Ana Vitoria Almeida
1853,Francisco Dias
1854,Lorena Novaes
1855,Yasmin Melo
1856,Andre Rocha
1857,Joao Guilherme Caldeira
1858,Maria Mendes
1859,Rafael da Paz
1860,Maria Alice Costela
1861,Danilo Nogueira
1862,Isadora Castro
1863,Igor Gomes
1864,Leticia da Conceicao
1865,Marina Rezende
1866,Heloisa da Cunha
1867,Lais Souza
1868,Danilo Martins
1869,Gustavo Henrique Duarte
1870,Manuela Melo
1871,Lais Lopes
1872,Theo Teixeira
1873,Luna Porto
1874,Lorena da Rosa
1875,Cecilia da Mota
1876,Eduarda da Costa
1877,Lavinia Nogueira
1878,Luiz Otavio Almeida
1879,Sophie Nogueira
1880,Emilly Rezende
1881,Camila Oliveira
1882,Emilly Castro
1883,Joao Guilherme Novaes
1884,Sophie das Neves
1885,Sofia Pereira
1886,Giovanna Farias
1887,Luiz Felipe Carvalho
1888,Agatha Alves
1889,Lais Carvalho
1890,Joaquim Almeida
1891,Ana Livia da Rocha
1892,Pedro Miguel Ferreira
1893,Vitor Monteiro
1894,Manuela Cardoso
1895,Davi Luiz da Mata
1896,Carolina Cunha
1897,Ana Beatriz Porto
1898,Rafael da Cunha
1899,Esther da Paz
1900,Carolina Pinto
1901,Bernardo Rezende
1902,Otavio Barbosa
1903,Vitor Cunha
1904,Joao Gabriel Almeida
1905,Sabrina Carvalho
1906,Julia da Cruz
1907,Arthur Jesus
1908,Sofia Cardoso
1909,Pedro Miguel Ribeiro
1910,Thiago Nogueira
1911,Maria Cardoso
1912,Leticia Pereira
1913,Bianca Fernandes
1914,Eloah Barros
1915,Raquel Nogueira
1916,Heloisa Cunha
1917,Augusto Pires
1918,Calebe Castro
1919,Emanuel da Paz
1920,Luiz Henrique Ramos
1921,Beatriz Gomes
1922,Valentina Barbosa
1923,Lara Moraes
1924,Igor Porto
1925,Breno Novaes
1926,Nina Dias
1927,Giovanna Dias
1928,Mariane Pinto
1929,Marcela Silveira
1930,Arthur Carvalho
1931,Pedro Henrique Ferreira
1932,Marcelo Souza
1933,Kevin Jesus
1934,Marina da Luz
1935,Heitor Lopes
1936,Marina Almeida
1937,Isadora Rodrigues
1938,Maitê Souza
1939,Esther Pereira
1940,Maria Alice da Mota
1941,Leandro Moura
1942,Vitor Gabriel Duarte
1943,Maysa Silva
1944,Caroline Teixeira
1945,Joao Guilherme da Cunha
1946,Lucas Dias
1947,Milena Melo
1948,Maria Clara Rezende
1949,Diego Azevedo
1950,Joaquim Costa
1951,Daniel Aragao
1952,Joao Felipe Moura
1953,Elisa Monteiro
1954,Igor Porto
1955,Laura das Neves
1956,Gabriel Nogueira
1957,Ana Livia Fernandes
1958,Renan Ferreira
1959,Rafael Pereira
1960,Murilo da Mata
1961,Bruno Souza
1962,Giovanna Carvalho
1963,Antônio Ramos
1964,Agatha Fernandes
1965,Luiz Gustavo da Cruz
1966,Davi Lucca Mendes
1967,Ana Livia Farias
1968,Davi Lucas Farias
1969,Agatha Nascimento
1970,Heloisa Alves
1971,Rebeca Rocha
1972,Davi Luiz Cardoso
1973,Laura Novaes
1974,Davi Luiz Costela
1975,Amanda Araujo
1976,Henrique Farias
1977,Lara Campos
1978,Guilherme Rodrigues
1979,Bryan Cavalcanti
1980,Joao Miguel Cardoso
1981,Eduardo da Mota
1982,Lucas da Conceicao
1983,Maria Clara das Neves
1984,Brenda Cavalcanti
1985,Renan Pinto
1986,Ana Carolina Porto
1987,Gabriela Cardoso
1988,Evelyn Sales
1989,Sarah Pires
1990,Pietro Ferreira
1991,Thomas Jesus
1992,Heloisa das Neves
1993,Larissa Sales
1994,Eloah Silveira
1995,Miguel Farias
1996,Breno Rezende
1997,Ana Laura Teixeira
1998,Maria Cecilia da Conceicao
1999,Lucas Gabriel da Paz
2000,Julia Nascimento
2001,Sabrina Ribeiro
2002,Joao da Costa
2003,Livia Lima
2004,Guilherme da Costa
2005,Beatriz Teixeira
2006,Emanuelly Martins
2007,Vitor Hugo Caldeira
2008,Sarah Pinto
2009,Julia Porto
2010,Maria Clara Fogaca
2011,Nicolas Souza
2012,Sophia Rezende
2013,Henrique Lima
2014,Joao Lucas Cavalcanti
2015,Vicente Ferreira
2016,Livia da Paz
2017,Bryan Teixeira
2018,Carolina Dias
2019,Barbara Barbosa
2020,Sabrina Carvalho
2021,Thiago Pinto
2022,Yuri Rezende
2023,Amanda Mendes
2024,Noah Cavalcanti
2025,Noah Gomes
2026,Eduardo da Paz
2027,Ana Julia Souza
2028,Rebeca Nunes
2029,Bianca Moraes
2030,Leandro da Cunha
2031,Alicia Rocha
2032,Lucas Gabriel Goncalves
2033,Joao Pedro Barbosa
2034,Joao Vitor Costela
2035,Guilherme Sales
2036,Larissa Barros
2037,Davi Luiz da Paz
2038,Isadora Teixeira
2039,Ana Luiza Alves
2040,Sabrina Nunes
2041,Ana Beatriz Ferreira
2042,Miguel Mendes
2043,Livia da Rocha
2044,Davi Lucas Viana
2045,Emanuella da Costa
2046,Carolina das Neves
2047,Eduarda da Rocha
2048,Maria Alice Lopes
2049,Lavinia Carvalho
2050,Gustavo Henrique Rodrigues
2051,Danilo Fernandes
2052,Kevin Novaes
2053,Maria Alice da Rosa
2054,Emanuella Mendes
2055,Sofia Campos
2056,Luiz Fernando Carvalho
2057,Pedro Miguel Silveira
2058,Benjamin Dias
2059,Pedro Miguel Castro
2060,Miguel Fernandes
2061,Eduarda Duarte
2062,Benjamin da Costa
2063,Gabriela da Rocha
2064,Enzo Costa
2065,Gustavo Henrique Castro
2066,Mirella Nunes
2067,Marcela Sales
2068,Danilo Sales
2069,Luna Melo
2070,Juan Souza
2071,Ana Sophia Carvalho
2072,Lorenzo Cunha
2073,Noah da Mota
2074,Noah Cardoso
2075,Mariane da Rocha
2076,Joao Pedro Moreira
2077,Luiz Fernando Gomes
2078,Yago Moura
2079,Mariana Lima
2080,Raquel Duarte
2081,Catarina Cavalcanti
2082,Maria Cecilia Ribeiro
2083,Joaquim Cardoso
2084,Ana Luiza da Paz
2085,Juan Azevedo
2086,Sophia Nascimento
2087,Alana Campos
2088,Eduarda Pires
2089,Maria Julia Vieira
2090,Bruno Teixeira
2091,Luiz Gustavo Costa
2092,Vitoria Nascimento
2093,Pedro Miguel Duarte
2094,Isis Duarte
2095,Mariane Correia
2096,Luiz Miguel Fogaca
2097,Pietra da Rosa
2098,Diogo Farias
2099,Enzo Rodrigues
2100,Maria Fernanda Moura
2101,Daniela Martins
2102,Ana Beatriz Fernandes
2103,Juliana da Cruz
2104,Alexandre da Paz
2105,Pietra Viana
2106,Davi Lucca Costela
2107,Yago Cavalcanti
2108,Juan da Conceicao
2109,Emanuella da Conceicao
2110,Theo da Costa
2111,Helena da Luz
2112,Emanuella Cavalcanti
2113,Pedro Lucas Alves
2114,Maria Vitoria Aragao
2115,Luiz Felipe Martins
2116,Igor Melo
2117,Yuri Alves
2118,Lais Duarte
2119,Rafaela Almeida
2120,Maria Julia Freitas
2121,Joao Gabriel Fogaca
2122,Joao Miguel da Conceicao
2123,Elisa Costa
2124,Danilo Novaes
2125,Renan Correia
2126,Mirella Mendes
2127,Bryan Duarte
2128,Enzo Nascimento
2129,Alexia Carvalho
2130,Lorenzo Pereira
2131,Thales Ramos
2132,Joao Felipe Duarte
2133,Kevin da Paz
2134,Pietra Ramos
2135,Diego Pinto
2136,Heitor Nogueira
2137,Vinicius Caldeira
2138,Arthur Nunes
2139,Bruna Freitas
2140,Olivia Viana
2141,Benjamin Moraes
2142,Thiago Santos
2143,Paulo da Costa
2144,Sabrina Nascimento
2145,Juliana Vieira
2146,Julia da Mota
2147,Benicio Caldeira
2148,Maria Eduarda Rezende
2149,Thomas Oliveira
2150,Yuri Rodrigues
2151,Nina Viana
2152,Clara Viana
2153,Maria Fernanda Rezende
2154,Joao Guilherme Pereira
2155,Ryan Duarte
2156,Joaquim Silveira
2157,Melissa Cardoso
2158,Juliana da Rocha
2159,Felipe da Conceicao
2160,Henrique da Rosa
2161,Yago Santos
2162,Giovanna Souza
2163,Nicolas Ribeiro
2164,Rebeca Silva
2165,Gabrielly Moura
2166,Leonardo Ribeiro
2167,Maysa da Rocha
2168,Alana Azevedo
2169,Danilo Caldeira
2170,Kaique Azevedo
2171,Juliana Santos
2172,Pietro Silva
2173,Heitor Nascimento
2174,Maria Alice da Mota
2175,Luiz Henrique Ferreira
2176,Bryan Martins
2177,Isadora Costela
2178,Luigi Pinto
2179,Maria Alice Moura
2180,Joao Vitor Araujo
2181,Miguel Goncalves
2182,Joao Guilherme da Mata
2183,Davi Lucas Jesus
2184,Caio Rocha
2185,Luiz Gustavo Rocha
2186,Maria Julia Oliveira
2187,Amanda Rodrigues
2188,Vitor Gabriel Fernandes
2189,Maria Julia Fernandes
2190,Maitê Aragao
2191,Marcelo da Rosa
2192,Maysa da Cunha
2193,Joaquim Correia
2194,Stella Ribeiro
2195,Noah Rezende
2196,Ana Julia da Luz
2197,Cecilia da Cunha
2198,Cecilia Goncalves
2199,Pietra Araujo
2200,Olivia Fogaca
2201,Eloah Goncalves
2202,Stephany Cunha
2203,Maria Clara Moura
2204,Isabelly Costa
2205,Mirella da Costa
2206,Ana Beatriz Santos
2207,Augusto Farias
